"Estado","% Ocupación"
"Baja California Sur","32.18"
"Quintana Roo","30.50"
"Tabasco","27.36"
"Tamaulipas","23.82"
"Nuevo León","21.35"
"Durango","21.17"
"Nayarit","20.18"
"Sonora","17.64"
"Baja California","17.06"
"Sinaloa","16.99"
"Colima","16.94"
"Yucatán","15.98"
"Ciudad de México","14.65"
"Chihuahua","14.00"
"Veracruz de Ignacio de La Llave","12.91"
"Oaxaca","12.86"
"Zacatecas","12.82"
"Aguascalientes","12.65"
"Hidalgo","12.13"
"México","11.97"
"Puebla","10.96"
"Guerrero","10.95"
"Jalisco","10.69"
"Coahuila de Zaragoza","9.09"
"Morelos","9.06"
"Michoacán de Ocampo","8.40"
"Campeche","5.80"
"Tlaxcala","5.76"
"Querétaro","5.63"
"Guanajuato","4.18"
"San Luis Potosí","3.97"
"Chiapas","3.87"
