"Estado","% Ocupación"
"México","64.22"
"Ciudad de México","63.49"
"Sonora","59.27"
"Guanajuato","58.27"
"Tabasco","57.23"
"Puebla","55.30"
"Veracruz de Ignacio de La Llave","54.13"
"Baja California","53.18"
"Colima","52.94"
"Guerrero","49.61"
"Morelos","47.35"
"Nayarit","47.28"
"Tlaxcala","46.45"
"Campeche","45.14"
"Sinaloa","44.25"
"Coahuila de Zaragoza","43.84"
"Nuevo León","43.11"
"Chiapas","38.73"
"Hidalgo","38.73"
"Yucatán","38.04"
"Oaxaca","34.79"
"Tamaulipas","32.82"
"Michoacán de Ocampo","32.24"
"Quintana Roo","24.27"
"Jalisco","23.98"
"Aguascalientes","23.09"
"Querétaro","20.48"
"Chihuahua","18.34"
"Durango","18.24"
"San Luis Potosí","16.07"
"Zacatecas","15.38"
"Baja California Sur","15.38"
