"Estado","% Ocupación"
"Tabasco","58.68"
"Baja California","54.23"
"Nuevo León","53.13"
"México","51.42"
"Ciudad de México","51.38"
"Sinaloa","50.62"
"Veracruz de Ignacio de La Llave","50.12"
"Puebla","45.17"
"Tlaxcala","44.61"
"Sonora","44.23"
"Guerrero","40.60"
"Yucatán","38.98"
"Quintana Roo","32.98"
"Oaxaca","32.72"
"Tamaulipas","32.03"
"Jalisco","31.29"
"Colima","31.25"
"Aguascalientes","30.40"
"Querétaro","30.29"
"Nayarit","29.31"
"San Luis Potosí","26.98"
"Coahuila de Zaragoza","26.76"
"Durango","26.60"
"Zacatecas","23.07"
"Chiapas","22.96"
"Campeche","22.53"
"Morelos","21.11"
"Guanajuato","20.43"
"Baja California Sur","18.10"
"Hidalgo","17.91"
"Chihuahua","15.38"
"Michoacán de Ocampo","14.67"
