"Estado","% Ocupación"
"Tabasco","81.48"
"Nuevo León","76.32"
"Nayarit","71.33"
"Puebla","65.53"
"Guanajuato","61.21"
"Veracruz de Ignacio de La Llave","61.15"
"Colima","56.52"
"Sonora","55.60"
"Tamaulipas","55.50"
"Coahuila de Zaragoza","55.25"
"Ciudad de México","51.27"
"México","48.16"
"Sinaloa","46.32"
"Baja California","46.08"
"Tlaxcala","42.96"
"Quintana Roo","42.25"
"Yucatán","40.24"
"Hidalgo","40.21"
"Oaxaca","40.03"
"Campeche","38.02"
"Guerrero","37.47"
"Chiapas","36.58"
"San Luis Potosí","33.23"
"Morelos","28.53"
"Durango","28.47"
"Baja California Sur","27.65"
"Michoacán de Ocampo","27.61"
"Aguascalientes","23.97"
"Jalisco","22.93"
"Querétaro","21.44"
"Zacatecas","21.15"
"Chihuahua","21.15"
