"Estado","% Ocupación"
"Colima","42.15"
"Ciudad de México","38.03"
"Nuevo León","37.82"
"Aguascalientes","33.16"
"México","27.80"
"Querétaro","26.26"
"Zacatecas","25.76"
"Oaxaca","24.90"
"Baja California","24.90"
"Coahuila de Zaragoza","24.74"
"Chihuahua","24.46"
"Michoacán de Ocampo","22.52"
"Veracruz de Ignacio de La Llave","21.85"
"San Luis Potosí","21.62"
"Baja California Sur","21.31"
"Sinaloa","19.93"
"Guerrero","19.76"
"Jalisco","19.70"
"Puebla","18.73"
"Durango","18.18"
"Tabasco","16.66"
"Morelos","16.43"
"Hidalgo","16.39"
"Nayarit","14.92"
"Yucatán","14.89"
"Tlaxcala","13.70"
"Tamaulipas","13.48"
"Quintana Roo","13.08"
"Sonora","11.98"
"Guanajuato","7.90"
"Chiapas","4.96"
"Campeche","2.77"
