"Estado","% Ocupación"
"Yucatán","28.30"
"Chihuahua","27.58"
"Zacatecas","21.31"
"Quintana Roo","21.25"
"Nuevo León","20.29"
"Colima","16.00"
"Baja California","15.83"
"México","14.22"
"Oaxaca","13.44"
"Tabasco","13.43"
"Michoacán de Ocampo","12.72"
"Tlaxcala","12.50"
"Aguascalientes","12.38"
"Puebla","12.16"
"Sonora","11.53"
"Guerrero","11.04"
"Morelos","10.71"
"Tamaulipas","7.95"
"Ciudad de México","7.91"
"Durango","7.24"
"Veracruz de Ignacio de La Llave","6.43"
"Jalisco","6.07"
"Chiapas","5.48"
"Sinaloa","5.31"
"Querétaro","5.18"
"Baja California Sur","3.50"
"San Luis Potosí","3.47"
"Hidalgo","3.44"
"Coahuila de Zaragoza","3.40"
"Nayarit","3.12"
"Guanajuato","2.69"
"Campeche","2.19"
