"Estado","% Ocupación"
"Ciudad de México","78.41"
"México","76.59"
"Guerrero","58.73"
"Morelos","55.01"
"Tlaxcala","55.00"
"Baja California","54.73"
"Puebla","50.92"
"Sonora","48.97"
"Tabasco","47.37"
"Veracruz de Ignacio de La Llave","47.17"
"Hidalgo","46.35"
"Oaxaca","44.22"
"Nayarit","42.59"
"Chiapas","39.47"
"Sinaloa","39.35"
"Guanajuato","37.66"
"Yucatán","31.35"
"Coahuila de Zaragoza","30.96"
"Jalisco","28.76"
"Querétaro","27.84"
"Quintana Roo","25.21"
"Nuevo León","23.87"
"Durango","23.50"
"Chihuahua","23.08"
"Michoacán de Ocampo","22.79"
"Colima","22.41"
"Aguascalientes","21.52"
"Campeche","18.36"
"Tamaulipas","12.02"
"San Luis Potosí","11.21"
"Zacatecas","8.73"
"Baja California Sur","6.93"
