"Estado","% Ocupación"
"Ciudad de México","34.09"
"Sinaloa","21.62"
"México","17.31"
"Campeche","15.00"
"Chiapas","11.76"
"Chihuahua","11.76"
"Guerrero","11.42"
"Baja California Sur","10.66"
"Quintana Roo","9.83"
"Tlaxcala","9.67"
"Oaxaca","9.41"
"Yucatán","8.33"
"Veracruz de Ignacio de La Llave","8.14"
"Coahuila de Zaragoza","6.56"
"Hidalgo","6.45"
"Tamaulipas","5.35"
"Puebla","5.20"
"Morelos","5.08"
"Nuevo León","4.95"
"Michoacán de Ocampo","3.93"
"Baja California","3.79"
"Aguascalientes","3.79"
"Nayarit","3.57"
"Zacatecas","3.22"
"Guanajuato","3.11"
"Colima","2.70"
"Jalisco","2.15"
"Tabasco","1.92"
"San Luis Potosí","1.66"
"Sonora","1.19"
"Durango","0.00"
"Querétaro","0.00"
