"Estado","% Ocupación"
"Quintana Roo","29.80"
"Ciudad de México","22.50"
"Morelos","16.75"
"Tabasco","16.73"
"Guerrero","16.16"
"Puebla","15.66"
"Tamaulipas","14.84"
"Baja California Sur","12.54"
"Nuevo León","12.52"
"Oaxaca","12.50"
"Baja California","12.16"
"Durango","11.82"
"Veracruz de Ignacio de La Llave","11.81"
"Chihuahua","11.72"
"México","11.15"
"Michoacán de Ocampo","10.56"
"Nayarit","9.55"
"Aguascalientes","9.27"
"Yucatán","8.90"
"Zacatecas","8.58"
"Sonora","8.50"
"Sinaloa","8.25"
"Hidalgo","7.73"
"Querétaro","6.91"
"Jalisco","6.43"
"Chiapas","6.07"
"Colima","5.60"
"Tlaxcala","4.25"
"Campeche","3.72"
"Guanajuato","3.63"
"Coahuila de Zaragoza","3.00"
"San Luis Potosí","2.93"
