"Estado","% Ocupación"
"Querétaro","80.55"
"Colima","66.66"
"Ciudad de México","58.29"
"Yucatán","52.77"
"México","43.47"
"Puebla","39.60"
"Morelos","38.46"
"Tabasco","36.66"
"Aguascalientes","32.75"
"Chihuahua","30.85"
"Durango","28.37"
"Sinaloa","27.02"
"Oaxaca","25.96"
"Tamaulipas","25.24"
"Veracruz de Ignacio de La Llave","23.88"
"San Luis Potosí","22.50"
"Nuevo León","21.66"
"Jalisco","20.33"
"Zacatecas","20.00"
"Sonora","17.85"
"Quintana Roo","17.14"
"Guerrero","15.45"
"Michoacán de Ocampo","14.70"
"Baja California","13.63"
"Hidalgo","11.76"
"Guanajuato","11.62"
"Coahuila de Zaragoza","9.09"
"Chiapas","7.93"
"Campeche","6.06"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
