"Estado","% Ocupación"
"Ciudad de México","69.21"
"Baja California","63.10"
"México","51.93"
"Sinaloa","40.20"
"Quintana Roo","39.13"
"Tabasco","38.86"
"Guerrero","34.05"
"Morelos","33.67"
"Campeche","33.04"
"Hidalgo","31.22"
"Chihuahua","26.70"
"Veracruz de Ignacio de La Llave","26.68"
"Tlaxcala","23.28"
"Yucatán","20.21"
"Puebla","16.78"
"Durango","15.30"
"Nayarit","13.79"
"Coahuila de Zaragoza","12.54"
"Michoacán de Ocampo","12.45"
"Nuevo León","9.87"
"Tamaulipas","9.01"
"Oaxaca","8.87"
"Aguascalientes","8.39"
"Sonora","7.97"
"Chiapas","7.82"
"Baja California Sur","7.30"
"Guanajuato","6.65"
"Querétaro","6.15"
"Colima","5.82"
"San Luis Potosí","5.68"
"Zacatecas","5.55"
"Jalisco","5.52"
