"Estado","% Ocupación"
"Colima","62.00"
"Nuevo León","55.21"
"Aguascalientes","51.00"
"San Luis Potosí","43.71"
"Ciudad de México","40.86"
"Yucatán","39.46"
"Tlaxcala","38.34"
"Baja California","37.68"
"Tamaulipas","37.41"
"Durango","37.36"
"Zacatecas","34.96"
"Querétaro","34.39"
"México","34.14"
"Jalisco","33.33"
"Coahuila de Zaragoza","33.03"
"Puebla","32.91"
"Veracruz de Ignacio de La Llave","32.47"
"Sinaloa","31.57"
"Quintana Roo","31.14"
"Tabasco","31.03"
"Baja California Sur","28.43"
"Michoacán de Ocampo","28.14"
"Nayarit","26.27"
"Oaxaca","25.81"
"Hidalgo","25.33"
"Morelos","24.50"
"Sonora","20.07"
"Chihuahua","17.39"
"Guanajuato","17.16"
"Guerrero","13.53"
"Campeche","12.40"
"Chiapas","11.15"
