"Estado","% Ocupación"
"Ciudad de México","45.05"
"Nuevo León","43.76"
"Aguascalientes","43.45"
"Colima","36.70"
"Baja California","32.84"
"Querétaro","32.02"
"Zacatecas","31.12"
"San Luis Potosí","30.68"
"México","29.10"
"Durango","28.57"
"Coahuila de Zaragoza","28.00"
"Veracruz de Ignacio de La Llave","27.37"
"Jalisco","26.84"
"Yucatán","26.27"
"Morelos","25.83"
"Sinaloa","25.69"
"Tamaulipas","25.30"
"Michoacán de Ocampo","24.63"
"Hidalgo","24.01"
"Oaxaca","23.65"
"Puebla","23.64"
"Tabasco","22.66"
"Tlaxcala","22.65"
"Quintana Roo","22.18"
"Baja California Sur","20.97"
"Chihuahua","20.08"
"Nayarit","18.88"
"Guanajuato","15.06"
"Guerrero","14.04"
"Sonora","12.18"
"Campeche","10.14"
"Chiapas","3.86"
