"Estado","% Ocupación"
"Nayarit","62.43"
"Colima","59.51"
"Nuevo León","57.41"
"Hidalgo","56.12"
"Ciudad de México","47.06"
"Coahuila de Zaragoza","46.03"
"Michoacán de Ocampo","41.91"
"México","41.17"
"Baja California Sur","39.45"
"Veracruz de Ignacio de La Llave","39.33"
"Zacatecas","37.67"
"Puebla","37.44"
"Durango","35.03"
"Sinaloa","33.79"
"Yucatán","33.14"
"Tamaulipas","32.72"
"Aguascalientes","32.39"
"Guanajuato","31.13"
"Baja California","30.32"
"Querétaro","28.81"
"Oaxaca","28.54"
"San Luis Potosí","27.12"
"Tabasco","26.99"
"Morelos","26.13"
"Guerrero","25.74"
"Chihuahua","25.34"
"Sonora","24.96"
"Quintana Roo","24.50"
"Jalisco","24.16"
"Tlaxcala","17.66"
"Campeche","12.83"
"Chiapas","12.44"
