"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","68.56"
"México","63.43"
"Veracruz de Ignacio de La Llave","62.96"
"Hidalgo","62.50"
"Tabasco","51.61"
"Oaxaca","51.51"
"Morelos","50.00"
"Puebla","45.00"
"Sinaloa","42.85"
"Quintana Roo","42.62"
"Baja California","40.74"
"Guerrero","40.00"
"Chihuahua","34.28"
"Colima","33.33"
"Querétaro","33.33"
"Chiapas","32.14"
"Yucatán","31.48"
"Guanajuato","25.00"
"Michoacán de Ocampo","20.00"
"Coahuila de Zaragoza","18.75"
"Zacatecas","15.78"
"Tamaulipas","14.70"
"Sonora","13.79"
"Nuevo León","13.69"
"Jalisco","12.17"
"Aguascalientes","5.55"
"Campeche","5.55"
"San Luis Potosí","4.65"
"Durango","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
