"Estado","% Ocupación"
"Quintana Roo","32.22"
"Durango","21.53"
"Tabasco","18.44"
"Ciudad de México","17.01"
"Guerrero","16.59"
"Puebla","15.60"
"Baja California","15.41"
"Michoacán de Ocampo","15.37"
"Baja California Sur","15.32"
"Coahuila de Zaragoza","15.27"
"Tamaulipas","15.13"
"Nayarit","15.09"
"Veracruz de Ignacio de La Llave","14.49"
"México","13.56"
"Nuevo León","12.13"
"Oaxaca","11.69"
"Sonora","11.14"
"Morelos","11.01"
"Chihuahua","10.86"
"Yucatán","9.41"
"Zacatecas","8.82"
"Aguascalientes","7.95"
"Sinaloa","7.87"
"Colima","7.60"
"Hidalgo","6.87"
"Querétaro","5.93"
"Guanajuato","5.90"
"Tlaxcala","5.50"
"Jalisco","4.92"
"Chiapas","4.40"
"San Luis Potosí","2.93"
"Campeche","2.33"
