"Estado","% Ocupación"
"Ciudad de México","84.50"
"México","78.71"
"Nuevo León","64.38"
"Baja California","61.01"
"Querétaro","48.21"
"Tlaxcala","47.69"
"Hidalgo","46.62"
"Aguascalientes","44.54"
"Oaxaca","42.93"
"Tabasco","41.40"
"Morelos","41.02"
"Coahuila de Zaragoza","40.32"
"Sonora","39.55"
"Jalisco","38.47"
"Zacatecas","37.20"
"Puebla","37.15"
"Guanajuato","31.88"
"Durango","31.48"
"San Luis Potosí","30.80"
"Baja California Sur","30.34"
"Sinaloa","25.31"
"Veracruz de Ignacio de La Llave","22.17"
"Michoacán de Ocampo","21.39"
"Guerrero","21.22"
"Colima","20.37"
"Yucatán","18.40"
"Tamaulipas","17.14"
"Chihuahua","17.09"
"Nayarit","13.79"
"Quintana Roo","12.28"
"Chiapas","4.36"
"Campeche","1.55"
