"Estado","% Ocupación"
"Quintana Roo","32.84"
"Baja California Sur","31.31"
"Tabasco","29.68"
"Durango","26.19"
"Nuevo León","24.50"
"Nayarit","23.27"
"Tamaulipas","21.53"
"Sonora","18.30"
"Yucatán","16.36"
"Colima","14.63"
"Sinaloa","14.19"
"Hidalgo","14.03"
"Veracruz de Ignacio de La Llave","13.63"
"Oaxaca","12.73"
"Baja California","12.73"
"Ciudad de México","12.59"
"Chihuahua","12.34"
"Coahuila de Zaragoza","11.90"
"Aguascalientes","11.83"
"Jalisco","11.55"
"México","11.38"
"Puebla","11.00"
"Morelos","9.47"
"Guerrero","8.13"
"Michoacán de Ocampo","7.89"
"Zacatecas","6.83"
"Querétaro","6.48"
"Tlaxcala","6.32"
"Campeche","5.85"
"Guanajuato","4.12"
"Chiapas","3.87"
"San Luis Potosí","3.79"
