"Estado","% Ocupación"
"Ciudad de México","34.67"
"Puebla","31.64"
"Morelos","29.33"
"México","27.65"
"Oaxaca","25.71"
"Durango","25.60"
"Guerrero","23.61"
"Querétaro","23.44"
"Tlaxcala","22.84"
"Hidalgo","18.56"
"Baja California Sur","18.18"
"Michoacán de Ocampo","17.46"
"Tabasco","17.42"
"Veracruz de Ignacio de La Llave","16.72"
"Aguascalientes","16.22"
"Sonora","15.81"
"Chihuahua","15.45"
"Nuevo León","13.72"
"Sinaloa","13.69"
"Colima","13.14"
"Quintana Roo","12.57"
"Tamaulipas","11.81"
"Nayarit","10.66"
"Zacatecas","10.24"
"Jalisco","10.13"
"Guanajuato","10.08"
"Yucatán","10.07"
"San Luis Potosí","7.98"
"Baja California","6.79"
"Coahuila de Zaragoza","5.68"
"Chiapas","3.04"
"Campeche","1.90"
