"Estado","% Ocupación"
"Ciudad de México","81.63"
"México","76.67"
"Nuevo León","68.14"
"Aguascalientes","63.27"
"Colima","60.91"
"Hidalgo","54.59"
"Morelos","54.21"
"Oaxaca","53.64"
"San Luis Potosí","48.79"
"Querétaro","47.90"
"Puebla","47.65"
"Jalisco","47.44"
"Veracruz de Ignacio de La Llave","47.35"
"Zacatecas","47.23"
"Tlaxcala","46.35"
"Baja California","45.79"
"Nayarit","45.13"
"Tabasco","45.08"
"Guanajuato","44.95"
"Michoacán de Ocampo","40.76"
"Baja California Sur","40.70"
"Sinaloa","38.96"
"Guerrero","37.20"
"Sonora","35.46"
"Coahuila de Zaragoza","34.66"
"Durango","28.44"
"Yucatán","28.30"
"Chihuahua","26.45"
"Tamaulipas","25.80"
"Quintana Roo","23.83"
"Chiapas","17.52"
"Campeche","8.20"
