"Estado","% Ocupación"
"Nuevo León","58.46"
"Colima","56.16"
"Yucatán","51.06"
"Aguascalientes","47.40"
"Baja California","43.87"
"Ciudad de México","43.40"
"San Luis Potosí","43.11"
"Tlaxcala","41.53"
"México","36.58"
"Zacatecas","36.53"
"Tabasco","36.12"
"Veracruz de Ignacio de La Llave","35.43"
"Durango","34.37"
"Tamaulipas","33.20"
"Quintana Roo","32.98"
"Oaxaca","32.78"
"Querétaro","32.06"
"Puebla","32.05"
"Coahuila de Zaragoza","31.93"
"Baja California Sur","31.48"
"Sinaloa","31.46"
"Nayarit","30.00"
"Jalisco","29.14"
"Michoacán de Ocampo","29.13"
"Sonora","25.88"
"Hidalgo","24.59"
"Guerrero","19.91"
"Guanajuato","19.72"
"Chihuahua","16.05"
"Morelos","15.64"
"Chiapas","13.33"
"Campeche","12.31"
