"Estado","% Ocupación"
"Colima","100.00"
"Tlaxcala","100.00"
"Ciudad de México","82.09"
"Querétaro","80.55"
"Zacatecas","80.00"
"México","62.01"
"Morelos","55.76"
"Yucatán","52.77"
"Guanajuato","51.61"
"Oaxaca","50.54"
"Nuevo León","46.33"
"Jalisco","43.95"
"Aguascalientes","41.37"
"Puebla","41.11"
"Hidalgo","39.34"
"San Luis Potosí","37.64"
"Tabasco","37.31"
"Durango","34.56"
"Sinaloa","34.40"
"Tamaulipas","33.05"
"Veracruz de Ignacio de La Llave","30.99"
"Michoacán de Ocampo","30.55"
"Quintana Roo","29.50"
"Chihuahua","28.30"
"Guerrero","26.95"
"Baja California Sur","14.28"
"Coahuila de Zaragoza","11.42"
"Baja California","10.00"
"Sonora","9.09"
"Nayarit","3.33"
"Campeche","3.12"
"Chiapas","2.94"
