"Estado","% Ocupación"
"Morelos","44.20"
"Ciudad de México","44.04"
"Puebla","43.31"
"Oaxaca","39.94"
"México","36.43"
"Querétaro","34.74"
"Guerrero","29.60"
"Hidalgo","24.96"
"Durango","22.52"
"Nuevo León","21.04"
"Aguascalientes","20.84"
"Michoacán de Ocampo","18.91"
"Veracruz de Ignacio de La Llave","18.71"
"Tabasco","17.35"
"Sonora","16.18"
"Guanajuato","16.12"
"Baja California Sur","15.98"
"Jalisco","14.46"
"Sinaloa","14.09"
"Colima","13.29"
"Chihuahua","13.10"
"Yucatán","13.03"
"Nayarit","12.91"
"Zacatecas","12.91"
"Tamaulipas","12.24"
"San Luis Potosí","10.65"
"Tlaxcala","10.51"
"Baja California","8.95"
"Quintana Roo","8.78"
"Chiapas","6.03"
"Coahuila de Zaragoza","5.98"
"Campeche","3.60"
