"Estado","% Ocupación"
"México","67.71"
"Ciudad de México","65.13"
"Sonora","58.78"
"Tlaxcala","56.68"
"Tabasco","55.16"
"Puebla","53.37"
"Guanajuato","52.91"
"Guerrero","51.33"
"Baja California","51.06"
"Veracruz de Ignacio de La Llave","49.78"
"Nayarit","48.90"
"Colima","45.60"
"Coahuila de Zaragoza","45.25"
"Morelos","44.55"
"Sinaloa","41.69"
"Nuevo León","40.10"
"Hidalgo","38.95"
"Oaxaca","38.84"
"Chiapas","36.87"
"Yucatán","32.37"
"Michoacán de Ocampo","29.57"
"Tamaulipas","29.30"
"Campeche","27.47"
"Jalisco","26.45"
"Durango","23.34"
"Quintana Roo","23.32"
"Aguascalientes","21.84"
"Chihuahua","21.47"
"Querétaro","20.39"
"San Luis Potosí","16.64"
"Zacatecas","12.84"
"Baja California Sur","11.07"
