"Estado","% Ocupación"
"Nayarit","100.00"
"Querétaro","68.57"
"Ciudad de México","50.67"
"Zacatecas","44.44"
"Puebla","39.16"
"Tabasco","35.55"
"México","35.51"
"Yucatán","32.35"
"Durango","30.26"
"Sinaloa","27.92"
"Oaxaca","27.84"
"Aguascalientes","26.47"
"Tamaulipas","26.15"
"Hidalgo","25.39"
"Nuevo León","25.20"
"Veracruz de Ignacio de La Llave","24.39"
"Chihuahua","24.39"
"Jalisco","18.43"
"San Luis Potosí","17.28"
"Michoacán de Ocampo","16.66"
"Guerrero","16.36"
"Sonora","15.71"
"Morelos","15.68"
"Guanajuato","14.49"
"Baja California","11.62"
"Colima","11.11"
"Coahuila de Zaragoza","10.52"
"Quintana Roo","9.45"
"Campeche","6.06"
"Chiapas","3.17"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
