"Estado","% Ocupación"
"Ciudad de México","51.02"
"Oaxaca","44.67"
"Tabasco","42.37"
"Querétaro","38.92"
"México","38.68"
"Colima","31.64"
"Morelos","31.15"
"Nuevo León","29.58"
"Aguascalientes","29.00"
"Hidalgo","28.31"
"San Luis Potosí","27.53"
"Michoacán de Ocampo","27.05"
"Yucatán","26.59"
"Veracruz de Ignacio de La Llave","26.38"
"Puebla","26.23"
"Chihuahua","26.00"
"Tlaxcala","22.22"
"Jalisco","21.54"
"Sinaloa","21.17"
"Zacatecas","17.36"
"Guanajuato","16.26"
"Guerrero","15.89"
"Durango","15.82"
"Baja California Sur","14.08"
"Baja California","13.54"
"Tamaulipas","13.24"
"Coahuila de Zaragoza","12.31"
"Nayarit","10.79"
"Quintana Roo","7.79"
"Chiapas","7.54"
"Campeche","6.61"
"Sonora","5.42"
