"Estado","% Ocupación"
"Tlaxcala","87.50"
"Veracruz de Ignacio de La Llave","75.42"
"Puebla","73.80"
"Nuevo León","73.64"
"Querétaro","73.52"
"Ciudad de México","72.49"
"Tabasco","71.75"
"México","65.07"
"Guanajuato","62.35"
"Sinaloa","61.05"
"Baja California","60.22"
"Yucatán","60.00"
"Colima","60.00"
"Sonora","58.33"
"Quintana Roo","56.92"
"Zacatecas","56.66"
"Oaxaca","56.56"
"Tamaulipas","51.79"
"San Luis Potosí","46.00"
"Durango","43.90"
"Chihuahua","39.43"
"Guerrero","39.09"
"Michoacán de Ocampo","38.77"
"Chiapas","37.58"
"Jalisco","32.28"
"Morelos","32.00"
"Aguascalientes","28.07"
"Coahuila de Zaragoza","23.07"
"Hidalgo","13.97"
"Campeche","11.76"
"Baja California Sur","7.69"
"Nayarit","0.00"
