"Estado","% Ocupación"
"Colima","100.00"
"Sinaloa","100.00"
"Tlaxcala","100.00"
"México","74.07"
"Ciudad de México","70.08"
"Morelos","66.66"
"Querétaro","65.51"
"Veracruz de Ignacio de La Llave","64.48"
"Baja California","63.23"
"Guerrero","62.79"
"Puebla","57.81"
"Oaxaca","51.16"
"Sonora","40.00"
"Quintana Roo","38.70"
"San Luis Potosí","36.36"
"Chiapas","35.55"
"Michoacán de Ocampo","35.29"
"Yucatán","35.08"
"Tabasco","34.81"
"Hidalgo","27.02"
"Guanajuato","24.67"
"Chihuahua","22.07"
"Zacatecas","18.18"
"Nuevo León","16.88"
"Coahuila de Zaragoza","14.28"
"Tamaulipas","14.00"
"Jalisco","12.64"
"Aguascalientes","11.11"
"Campeche","10.81"
"Durango","10.25"
"Baja California Sur","0.00"
"Nayarit","0.00"
