"Estado","% Ocupación"
"Puebla","23.10"
"Quintana Roo","21.27"
"Guerrero","19.79"
"Morelos","18.58"
"Chihuahua","18.36"
"Ciudad de México","17.62"
"Durango","16.36"
"México","14.76"
"Hidalgo","14.40"
"Tabasco","14.39"
"Nayarit","14.08"
"Aguascalientes","13.84"
"Baja California Sur","13.15"
"Zacatecas","13.08"
"Querétaro","12.73"
"Tamaulipas","11.89"
"Veracruz de Ignacio de La Llave","11.88"
"Baja California","11.46"
"Michoacán de Ocampo","11.40"
"Nuevo León","10.90"
"Sinaloa","10.70"
"Sonora","9.59"
"Oaxaca","8.94"
"Yucatán","8.56"
"Jalisco","8.12"
"Tlaxcala","6.00"
"Guanajuato","5.66"
"Chiapas","5.26"
"Colima","5.18"
"San Luis Potosí","5.06"
"Coahuila de Zaragoza","4.54"
"Campeche","1.25"
