"Estado","% Ocupación"
"Ciudad de México","84.22"
"México","78.63"
"Nuevo León","67.89"
"Baja California","62.86"
"Hidalgo","54.21"
"Oaxaca","53.12"
"Tlaxcala","52.13"
"Querétaro","50.60"
"Tabasco","48.14"
"Aguascalientes","41.70"
"Jalisco","40.87"
"Puebla","40.54"
"Sonora","39.06"
"Morelos","38.75"
"San Luis Potosí","33.88"
"Zacatecas","33.75"
"Coahuila de Zaragoza","32.64"
"Guanajuato","32.14"
"Durango","30.89"
"Michoacán de Ocampo","28.33"
"Sinaloa","27.42"
"Baja California Sur","26.92"
"Veracruz de Ignacio de La Llave","26.20"
"Guerrero","23.94"
"Colima","21.00"
"Tamaulipas","20.07"
"Chihuahua","17.60"
"Yucatán","16.88"
"Nayarit","14.40"
"Quintana Roo","11.96"
"Chiapas","9.32"
"Campeche","2.25"
