"Estado","% Ocupación"
"Ciudad de México","66.48"
"Nuevo León","55.41"
"México","54.13"
"Oaxaca","52.89"
"Tlaxcala","52.34"
"Colima","47.82"
"Aguascalientes","44.76"
"Michoacán de Ocampo","42.99"
"Jalisco","38.84"
"San Luis Potosí","38.40"
"Hidalgo","38.13"
"Veracruz de Ignacio de La Llave","38.10"
"Querétaro","37.77"
"Puebla","37.46"
"Nayarit","35.25"
"Tabasco","35.18"
"Guerrero","34.64"
"Morelos","34.53"
"Guanajuato","30.67"
"Yucatán","30.33"
"Zacatecas","29.69"
"Baja California Sur","29.12"
"Baja California","27.89"
"Durango","27.81"
"Sinaloa","24.22"
"Sonora","23.77"
"Tamaulipas","21.34"
"Coahuila de Zaragoza","18.28"
"Chihuahua","18.18"
"Quintana Roo","17.27"
"Chiapas","9.82"
"Campeche","4.47"
