"Estado","% Ocupación"
"Tlaxcala","100.00"
"Colima","100.00"
"Ciudad de México","78.44"
"México","76.88"
"Sinaloa","70.58"
"Querétaro","68.00"
"Baja California","65.21"
"Morelos","64.28"
"Guerrero","62.26"
"Chiapas","58.71"
"Puebla","57.14"
"Sonora","53.65"
"Yucatán","51.92"
"Oaxaca","51.42"
"Veracruz de Ignacio de La Llave","48.88"
"Tabasco","43.20"
"San Luis Potosí","41.86"
"Guanajuato","37.87"
"Quintana Roo","33.92"
"Michoacán de Ocampo","32.00"
"Chihuahua","30.12"
"Tamaulipas","25.39"
"Hidalgo","23.52"
"Nuevo León","22.22"
"Durango","21.87"
"Jalisco","21.76"
"Coahuila de Zaragoza","20.00"
"Zacatecas","17.39"
"Aguascalientes","13.63"
"Campeche","9.09"
"Baja California Sur","0.00"
"Nayarit","0.00"
