"Estado","% Ocupación"
"Tlaxcala","87.50"
"Querétaro","80.00"
"Ciudad de México","78.19"
"Zacatecas","60.00"
"México","58.85"
"Yucatán","55.00"
"Oaxaca","52.22"
"Morelos","44.28"
"Tabasco","43.83"
"Puebla","42.07"
"Nuevo León","41.70"
"Jalisco","41.07"
"Guanajuato","40.59"
"Tamaulipas","40.00"
"San Luis Potosí","37.64"
"Hidalgo","34.92"
"Aguascalientes","32.75"
"Veracruz de Ignacio de La Llave","31.39"
"Coahuila de Zaragoza","25.45"
"Colima","25.00"
"Chihuahua","24.29"
"Durango","23.52"
"Guerrero","23.27"
"Michoacán de Ocampo","21.21"
"Sinaloa","20.58"
"Quintana Roo","17.33"
"Baja California Sur","14.28"
"Baja California","13.95"
"Sonora","10.41"
"Campeche","5.88"
"Nayarit","0.00"
"Chiapas","0.00"
