"Estado","% Ocupación"
"Guerrero","75.68"
"Ciudad de México","70.00"
"México","56.83"
"Baja California","51.36"
"Hidalgo","46.47"
"Veracruz de Ignacio de La Llave","42.92"
"Puebla","42.79"
"Quintana Roo","42.36"
"Sinaloa","41.60"
"Tabasco","39.83"
"Chiapas","37.66"
"Nayarit","33.11"
"Sonora","33.02"
"Morelos","29.60"
"Oaxaca","28.44"
"Tlaxcala","26.34"
"Yucatán","25.18"
"Chihuahua","23.32"
"Coahuila de Zaragoza","20.58"
"Nuevo León","18.86"
"Querétaro","18.39"
"Guanajuato","17.24"
"Colima","15.20"
"Durango","15.00"
"Michoacán de Ocampo","13.87"
"Tamaulipas","13.66"
"Campeche","13.31"
"Aguascalientes","13.01"
"Jalisco","12.26"
"San Luis Potosí","9.34"
"Baja California Sur","8.58"
"Zacatecas","7.66"
