"Estado","% Ocupación"
"Querétaro","65.62"
"Ciudad de México","61.02"
"Zacatecas","60.00"
"Aguascalientes","55.88"
"Nuevo León","52.70"
"Chihuahua","51.89"
"Michoacán de Ocampo","50.00"
"Tamaulipas","48.88"
"Baja California","47.91"
"Durango","45.61"
"Puebla","44.44"
"Veracruz de Ignacio de La Llave","40.52"
"Yucatán","39.62"
"México","37.77"
"Jalisco","37.10"
"Nayarit","36.36"
"Guerrero","35.71"
"Oaxaca","34.37"
"Tabasco","31.34"
"Sinaloa","30.39"
"Tlaxcala","25.00"
"San Luis Potosí","24.57"
"Coahuila de Zaragoza","24.13"
"Quintana Roo","23.80"
"Guanajuato","18.68"
"Colima","17.64"
"Hidalgo","16.66"
"Sonora","14.60"
"Baja California Sur","14.28"
"Morelos","12.50"
"Campeche","9.09"
"Chiapas","7.89"
