"Estado","% Ocupación"
"Querétaro","75.00"
"Durango","72.00"
"Nuevo León","64.43"
"Chihuahua","62.80"
"Zacatecas","61.29"
"Ciudad de México","58.62"
"Aguascalientes","55.17"
"Baja California","40.65"
"Sinaloa","38.35"
"Coahuila de Zaragoza","38.33"
"Michoacán de Ocampo","38.09"
"Veracruz de Ignacio de La Llave","37.90"
"Jalisco","35.95"
"México","34.54"
"Tamaulipas","31.81"
"Hidalgo","30.48"
"Puebla","29.78"
"Oaxaca","28.43"
"San Luis Potosí","28.15"
"Tabasco","27.02"
"Guerrero","26.66"
"Guanajuato","26.60"
"Colima","26.31"
"Yucatán","22.44"
"Quintana Roo","21.42"
"Sonora","17.50"
"Morelos","11.25"
"Chiapas","1.35"
"Campeche","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
