"Estado","% Ocupación"
"Ciudad de México","78.00"
"México","77.19"
"Chiapas","61.70"
"Baja California","56.98"
"Guerrero","55.36"
"Morelos","52.55"
"Tlaxcala","50.96"
"Sonora","50.14"
"Puebla","49.92"
"Veracruz de Ignacio de La Llave","46.73"
"Nayarit","43.87"
"Hidalgo","43.64"
"Tabasco","41.95"
"Oaxaca","40.86"
"Sinaloa","36.52"
"Guanajuato","36.25"
"Quintana Roo","32.41"
"Coahuila de Zaragoza","31.23"
"Yucatán","29.22"
"Querétaro","29.22"
"Jalisco","27.30"
"Chihuahua","24.14"
"Nuevo León","23.63"
"Michoacán de Ocampo","23.23"
"Durango","22.54"
"Colima","20.00"
"Aguascalientes","19.04"
"Campeche","14.34"
"Tamaulipas","12.45"
"San Luis Potosí","11.73"
"Zacatecas","10.19"
"Baja California Sur","8.57"
