"Estado","% Ocupación"
"Aguascalientes","59.63"
"Ciudad de México","56.41"
"Nuevo León","48.77"
"Chihuahua","44.06"
"Zacatecas","42.67"
"Querétaro","40.59"
"Baja California","40.47"
"México","38.60"
"Coahuila de Zaragoza","35.62"
"Durango","32.75"
"San Luis Potosí","29.36"
"Sonora","27.31"
"Hidalgo","27.23"
"Sinaloa","24.32"
"Morelos","22.52"
"Jalisco","20.73"
"Puebla","19.10"
"Guanajuato","18.10"
"Oaxaca","17.39"
"Tabasco","17.16"
"Veracruz de Ignacio de La Llave","16.70"
"Colima","16.04"
"Michoacán de Ocampo","15.12"
"Tamaulipas","14.13"
"Guerrero","13.27"
"Baja California Sur","12.83"
"Nayarit","11.04"
"Yucatán","10.23"
"Tlaxcala","9.09"
"Quintana Roo","7.75"
"Campeche","1.68"
"Chiapas","0.43"
