"Estado","% Ocupación"
"Querétaro","80.55"
"Ciudad de México","71.31"
"Oaxaca","63.11"
"Yucatán","62.50"
"Tlaxcala","62.50"
"México","61.53"
"Morelos","57.69"
"Zacatecas","40.00"
"Puebla","38.06"
"Hidalgo","37.70"
"Nuevo León","37.62"
"Jalisco","36.84"
"Aguascalientes","36.20"
"Tabasco","36.00"
"San Luis Potosí","33.33"
"Chihuahua","32.74"
"Guanajuato","32.25"
"Guerrero","30.00"
"Colima","30.00"
"Veracruz de Ignacio de La Llave","28.57"
"Tamaulipas","28.45"
"Michoacán de Ocampo","27.50"
"Sinaloa","25.92"
"Durango","25.30"
"Quintana Roo","23.72"
"Sonora","17.02"
"Baja California","15.90"
"Baja California Sur","14.28"
"Coahuila de Zaragoza","10.90"
"Nayarit","6.66"
"Chiapas","4.83"
"Campeche","0.00"
