"Estado","% Ocupación"
"Ciudad de México","82.36"
"México","78.78"
"Nuevo León","60.73"
"Baja California","56.30"
"Querétaro","49.24"
"Hidalgo","48.58"
"Aguascalientes","42.85"
"Zacatecas","39.65"
"Tlaxcala","39.02"
"Morelos","37.19"
"Sonora","35.34"
"Jalisco","35.32"
"Coahuila de Zaragoza","35.15"
"Puebla","34.17"
"Durango","33.88"
"Oaxaca","33.49"
"Tabasco","33.09"
"San Luis Potosí","32.25"
"Guanajuato","31.36"
"Baja California Sur","29.59"
"Sinaloa","24.36"
"Michoacán de Ocampo","21.95"
"Yucatán","20.75"
"Veracruz de Ignacio de La Llave","20.18"
"Guerrero","18.80"
"Quintana Roo","17.69"
"Colima","17.47"
"Chihuahua","16.82"
"Nayarit","12.80"
"Tamaulipas","12.58"
"Chiapas","6.64"
"Campeche","0.78"
