"Estado","% Ocupación"
"Zacatecas","100.00"
"Tlaxcala","100.00"
"Ciudad de México","87.20"
"México","83.96"
"Coahuila de Zaragoza","80.95"
"Querétaro","80.55"
"Nuevo León","77.56"
"Oaxaca","64.70"
"Puebla","64.58"
"Tabasco","59.09"
"Durango","58.06"
"Hidalgo","57.77"
"Morelos","55.35"
"Aguascalientes","54.83"
"Yucatán","48.64"
"Guanajuato","47.57"
"Jalisco","46.96"
"Sonora","42.62"
"Sinaloa","40.00"
"Veracruz de Ignacio de La Llave","34.89"
"Baja California","34.78"
"Tamaulipas","33.66"
"Michoacán de Ocampo","32.50"
"Guerrero","30.00"
"San Luis Potosí","29.21"
"Quintana Roo","23.52"
"Chihuahua","21.13"
"Baja California Sur","11.11"
"Campeche","9.09"
"Chiapas","3.33"
"Nayarit","3.33"
"Colima","0.00"
