"Estado","% Ocupación"
"Querétaro","80.00"
"Ciudad de México","55.76"
"Yucatán","48.48"
"México","39.13"
"Puebla","38.56"
"Chihuahua","37.07"
"Tabasco","33.89"
"Veracruz de Ignacio de La Llave","30.18"
"Zacatecas","30.00"
"Aguascalientes","29.31"
"Oaxaca","28.43"
"Durango","28.37"
"Sinaloa","28.30"
"Morelos","24.28"
"San Luis Potosí","21.25"
"Sonora","20.27"
"Nuevo León","19.77"
"Hidalgo","18.75"
"Tamaulipas","18.26"
"Guerrero","16.36"
"Quintana Roo","16.21"
"Jalisco","14.93"
"Coahuila de Zaragoza","14.28"
"Michoacán de Ocampo","12.12"
"Baja California","11.62"
"Guanajuato","11.53"
"Colima","11.11"
"Chiapas","9.52"
"Campeche","2.94"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
