"Estado","% Ocupación"
"Tlaxcala","100.00"
"México","81.06"
"Baja California","76.66"
"Sinaloa","68.18"
"Querétaro","68.00"
"Morelos","67.64"
"Colima","66.66"
"Veracruz de Ignacio de La Llave","61.67"
"Ciudad de México","59.59"
"Sonora","57.14"
"Puebla","55.55"
"Chiapas","52.22"
"Yucatán","50.94"
"Oaxaca","48.57"
"Quintana Roo","43.54"
"Tabasco","39.04"
"Guanajuato","38.35"
"Guerrero","38.33"
"Michoacán de Ocampo","37.83"
"San Luis Potosí","37.20"
"Chihuahua","31.57"
"Coahuila de Zaragoza","31.03"
"Jalisco","24.29"
"Zacatecas","22.72"
"Nuevo León","20.60"
"Tamaulipas","20.38"
"Hidalgo","18.18"
"Aguascalientes","15.55"
"Campeche","15.00"
"Durango","15.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
