"Estado","% Ocupación"
"Nuevo León","50.99"
"Ciudad de México","45.90"
"Nayarit","40.78"
"México","38.70"
"Colima","38.42"
"Guerrero","35.58"
"Chihuahua","34.01"
"Hidalgo","34.01"
"Coahuila de Zaragoza","33.84"
"Durango","32.28"
"Oaxaca","30.76"
"Michoacán de Ocampo","29.46"
"Veracruz de Ignacio de La Llave","26.61"
"Querétaro","22.96"
"Baja California","22.89"
"Puebla","22.71"
"Sinaloa","21.04"
"Aguascalientes","20.86"
"Jalisco","20.29"
"Tamaulipas","19.98"
"Guanajuato","18.37"
"San Luis Potosí","17.98"
"Sonora","17.98"
"Baja California Sur","17.71"
"Tabasco","17.18"
"Morelos","16.40"
"Zacatecas","15.56"
"Quintana Roo","15.41"
"Yucatán","12.99"
"Tlaxcala","11.90"
"Chiapas","3.99"
"Campeche","3.43"
