"Estado","% Ocupación"
"Ciudad de México","51.72"
"Puebla","49.41"
"México","46.41"
"Querétaro","42.75"
"Morelos","40.58"
"Oaxaca","31.74"
"Guerrero","31.23"
"Nuevo León","29.22"
"Hidalgo","26.90"
"Michoacán de Ocampo","26.54"
"Guanajuato","26.44"
"Veracruz de Ignacio de La Llave","26.10"
"Durango","24.36"
"Aguascalientes","22.17"
"Tabasco","22.11"
"Jalisco","20.16"
"Colima","19.71"
"Sinaloa","18.53"
"Baja California Sur","18.45"
"Tlaxcala","17.19"
"Nayarit","16.38"
"San Luis Potosí","15.45"
"Quintana Roo","14.68"
"Zacatecas","13.50"
"Tamaulipas","12.94"
"Chihuahua","12.81"
"Yucatán","12.44"
"Sonora","12.28"
"Coahuila de Zaragoza","11.84"
"Baja California","7.67"
"Chiapas","5.85"
"Campeche","4.37"
