"Estado","% Ocupación"
"Nayarit","53.47"
"Colima","51.72"
"Nuevo León","47.77"
"Ciudad de México","45.32"
"Hidalgo","40.71"
"México","38.98"
"Veracruz de Ignacio de La Llave","35.12"
"Michoacán de Ocampo","33.76"
"Guerrero","33.45"
"Durango","32.05"
"Coahuila de Zaragoza","28.57"
"Puebla","27.61"
"Zacatecas","26.61"
"Baja California","26.38"
"Sinaloa","26.09"
"Baja California Sur","25.80"
"Querétaro","25.64"
"Chihuahua","25.37"
"Tamaulipas","24.82"
"San Luis Potosí","23.69"
"Guanajuato","23.01"
"Oaxaca","22.43"
"Quintana Roo","21.38"
"Aguascalientes","20.70"
"Jalisco","20.61"
"Tabasco","20.34"
"Morelos","20.25"
"Yucatán","16.38"
"Sonora","14.48"
"Tlaxcala","13.76"
"Chiapas","6.17"
"Campeche","5.27"
