"Estado","% Ocupación"
"Chihuahua","86.44"
"Durango","74.85"
"Coahuila de Zaragoza","66.66"
"Nuevo León","61.41"
"Aguascalientes","52.77"
"Ciudad de México","51.50"
"Hidalgo","39.48"
"México","37.90"
"Zacatecas","36.59"
"Baja California","33.87"
"Guerrero","31.29"
"Querétaro","28.42"
"Nayarit","27.50"
"Guanajuato","26.95"
"Oaxaca","24.25"
"Michoacán de Ocampo","24.23"
"Sonora","22.25"
"Jalisco","21.89"
"Sinaloa","21.40"
"Puebla","21.22"
"Veracruz de Ignacio de La Llave","19.20"
"Colima","19.07"
"San Luis Potosí","18.50"
"Morelos","18.38"
"Quintana Roo","16.40"
"Tamaulipas","16.32"
"Tabasco","14.42"
"Baja California Sur","12.32"
"Yucatán","10.95"
"Tlaxcala","9.40"
"Campeche","3.18"
"Chiapas","3.02"
