"Estado","% Ocupación"
"Tlaxcala","100.00"
"Nayarit","100.00"
"Zacatecas","79.48"
"Nuevo León","72.23"
"Querétaro","71.87"
"Ciudad de México","69.91"
"Yucatán","64.70"
"Tamaulipas","64.23"
"Veracruz de Ignacio de La Llave","62.22"
"Puebla","56.79"
"Guanajuato","55.46"
"Oaxaca","54.71"
"Tabasco","53.24"
"Quintana Roo","52.57"
"Baja California","50.00"
"Durango","50.00"
"Sinaloa","49.38"
"México","47.65"
"Aguascalientes","46.93"
"Colima","45.45"
"Jalisco","37.65"
"Chiapas","35.71"
"Guerrero","35.71"
"Michoacán de Ocampo","33.33"
"Coahuila de Zaragoza","32.07"
"Hidalgo","29.67"
"Chihuahua","29.11"
"Sonora","25.64"
"San Luis Potosí","25.00"
"Morelos","25.00"
"Baja California Sur","22.22"
"Campeche","15.38"
