"Estado","% Ocupación"
"Ciudad de México","57.71"
"Aguascalientes","55.30"
"Nuevo León","54.04"
"Zacatecas","51.65"
"Durango","44.35"
"Baja California","41.75"
"Querétaro","39.86"
"Coahuila de Zaragoza","39.19"
"México","39.00"
"Chihuahua","38.27"
"San Luis Potosí","30.08"
"Oaxaca","28.36"
"Sonora","26.51"
"Hidalgo","26.45"
"Jalisco","24.66"
"Sinaloa","24.26"
"Morelos","22.69"
"Tabasco","22.62"
"Michoacán de Ocampo","19.23"
"Guanajuato","19.19"
"Puebla","18.73"
"Tamaulipas","17.81"
"Veracruz de Ignacio de La Llave","16.22"
"Guerrero","14.61"
"Baja California Sur","13.77"
"Yucatán","12.15"
"Quintana Roo","11.45"
"Nayarit","10.88"
"Colima","10.20"
"Tlaxcala","8.54"
"Campeche","1.11"
"Chiapas","0.38"
