"Estado","% Ocupación"
"Colima","66.30"
"Nuevo León","65.11"
"Baja California","48.48"
"Tabasco","47.76"
"Ciudad de México","45.26"
"Aguascalientes","44.58"
"Zacatecas","42.75"
"Yucatán","42.75"
"Tlaxcala","42.63"
"Veracruz de Ignacio de La Llave","42.19"
"Coahuila de Zaragoza","42.16"
"San Luis Potosí","42.15"
"Puebla","40.64"
"México","38.01"
"Sinaloa","37.65"
"Quintana Roo","35.64"
"Nayarit","35.29"
"Tamaulipas","32.96"
"Baja California Sur","32.47"
"Oaxaca","31.62"
"Jalisco","30.71"
"Querétaro","29.41"
"Hidalgo","26.41"
"Durango","26.41"
"Michoacán de Ocampo","24.12"
"Sonora","24.11"
"Chiapas","23.01"
"Guanajuato","22.58"
"Morelos","20.77"
"Guerrero","19.31"
"Chihuahua","16.15"
"Campeche","13.04"
