"Estado","% Ocupación"
"Tlaxcala","87.50"
"Yucatán","76.00"
"Querétaro","75.00"
"Tamaulipas","71.32"
"Zacatecas","69.04"
"Durango","67.30"
"Nuevo León","66.99"
"Ciudad de México","62.22"
"Veracruz de Ignacio de La Llave","48.68"
"Michoacán de Ocampo","47.61"
"Quintana Roo","47.56"
"México","47.13"
"Oaxaca","42.85"
"Baja California","42.30"
"Aguascalientes","42.16"
"Puebla","40.69"
"Sinaloa","39.28"
"San Luis Potosí","38.73"
"Guanajuato","38.38"
"Tabasco","38.31"
"Jalisco","37.01"
"Hidalgo","36.58"
"Chihuahua","29.87"
"Colima","28.57"
"Chiapas","26.37"
"Guerrero","25.89"
"Coahuila de Zaragoza","25.42"
"Sonora","23.07"
"Morelos","21.25"
"Baja California Sur","20.00"
"Campeche","10.00"
"Nayarit","10.00"
