"Estado","% Ocupación"
"Ciudad de México","77.69"
"Aguascalientes","69.34"
"México","68.41"
"Nuevo León","67.00"
"Oaxaca","64.84"
"Colima","59.13"
"Hidalgo","53.27"
"Veracruz de Ignacio de La Llave","47.42"
"Nayarit","46.87"
"Jalisco","46.53"
"Querétaro","45.94"
"Morelos","45.83"
"Puebla","42.77"
"San Luis Potosí","42.06"
"Baja California","41.91"
"Michoacán de Ocampo","41.40"
"Tlaxcala","40.93"
"Sinaloa","39.91"
"Guanajuato","39.80"
"Tabasco","39.05"
"Zacatecas","37.72"
"Guerrero","36.48"
"Baja California Sur","33.49"
"Durango","33.05"
"Sonora","31.20"
"Coahuila de Zaragoza","30.96"
"Yucatán","28.43"
"Tamaulipas","24.54"
"Quintana Roo","24.08"
"Chihuahua","21.78"
"Chiapas","14.70"
"Campeche","6.06"
