"Estado","% Ocupación"
"Ciudad de México","84.34"
"México","78.43"
"Hidalgo","66.09"
"Nuevo León","64.49"
"Guanajuato","63.85"
"Baja California","58.02"
"Sonora","53.11"
"Querétaro","48.48"
"Morelos","43.26"
"Coahuila de Zaragoza","41.01"
"Puebla","40.47"
"Durango","39.62"
"Oaxaca","37.37"
"Michoacán de Ocampo","34.77"
"Zacatecas","34.06"
"Jalisco","32.65"
"Aguascalientes","31.06"
"Guerrero","30.67"
"Nayarit","27.97"
"Tlaxcala","26.88"
"Veracruz de Ignacio de La Llave","25.60"
"Tabasco","23.51"
"Quintana Roo","23.23"
"Tamaulipas","23.23"
"Baja California Sur","22.55"
"Chihuahua","20.94"
"San Luis Potosí","19.53"
"Sinaloa","19.43"
"Colima","18.32"
"Yucatán","9.82"
"Chiapas","4.65"
"Campeche","3.04"
