"Estado","% Ocupación"
"Chihuahua","37.98"
"Tabasco","28.16"
"Ciudad de México","23.76"
"Yucatán","22.38"
"Michoacán de Ocampo","19.27"
"Querétaro","18.92"
"Puebla","18.22"
"México","17.98"
"Oaxaca","16.75"
"Tlaxcala","16.03"
"Guerrero","15.90"
"Aguascalientes","15.88"
"Baja California Sur","15.70"
"Colima","14.28"
"Nayarit","13.91"
"Nuevo León","13.37"
"Durango","13.28"
"Baja California","12.54"
"Veracruz de Ignacio de La Llave","11.60"
"Tamaulipas","11.27"
"Hidalgo","11.04"
"Sonora","10.30"
"Sinaloa","9.83"
"San Luis Potosí","9.60"
"Jalisco","9.16"
"Quintana Roo","8.78"
"Chiapas","8.07"
"Zacatecas","7.36"
"Morelos","6.06"
"Coahuila de Zaragoza","5.61"
"Guanajuato","4.36"
"Campeche","3.17"
