"Estado","% Ocupación"
"Nayarit","100.00"
"Querétaro","67.64"
"Ciudad de México","48.36"
"Yucatán","44.44"
"Zacatecas","40.00"
"Tabasco","37.70"
"México","37.01"
"Puebla","34.09"
"Aguascalientes","31.03"
"Veracruz de Ignacio de La Llave","30.66"
"Oaxaca","26.66"
"Chihuahua","26.43"
"Durango","26.31"
"Guerrero","26.04"
"Sinaloa","24.32"
"Nuevo León","24.02"
"Sonora","22.78"
"Jalisco","20.87"
"San Luis Potosí","19.27"
"Michoacán de Ocampo","18.75"
"Baja California","18.18"
"Tamaulipas","17.69"
"Hidalgo","16.39"
"Colima","11.11"
"Quintana Roo","10.12"
"Campeche","9.09"
"Guanajuato","8.97"
"Morelos","7.14"
"Chiapas","4.76"
"Coahuila de Zaragoza","3.63"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
