"Estado","% Ocupación"
"Puebla","23.23"
"Guerrero","22.42"
"Quintana Roo","22.06"
"Ciudad de México","20.76"
"Durango","19.36"
"Chihuahua","19.26"
"Morelos","18.59"
"México","15.82"
"Hidalgo","15.48"
"Tabasco","15.34"
"Sinaloa","14.13"
"Aguascalientes","12.55"
"Tamaulipas","12.52"
"Michoacán de Ocampo","12.01"
"Veracruz de Ignacio de La Llave","11.80"
"Nuevo León","11.49"
"Querétaro","11.40"
"Baja California","11.34"
"Baja California Sur","10.82"
"Nayarit","10.79"
"Yucatán","10.40"
"Sonora","10.23"
"Oaxaca","10.12"
"Zacatecas","8.94"
"Jalisco","8.13"
"Colima","6.01"
"Tlaxcala","6.00"
"San Luis Potosí","5.40"
"Guanajuato","5.23"
"Chiapas","4.70"
"Coahuila de Zaragoza","4.43"
"Campeche","1.43"
