"Estado","% Ocupación"
"Querétaro","71.87"
"Aguascalientes","63.26"
"Ciudad de México","60.10"
"Nuevo León","52.17"
"Michoacán de Ocampo","47.82"
"Chihuahua","46.66"
"Baja California","46.42"
"Puebla","44.94"
"Nayarit","42.59"
"Durango","41.37"
"México","41.25"
"Zacatecas","39.28"
"Oaxaca","39.04"
"Yucatán","38.88"
"Veracruz de Ignacio de La Llave","38.06"
"Tamaulipas","37.60"
"Jalisco","35.83"
"Guerrero","33.03"
"Sinaloa","27.18"
"Tlaxcala","25.00"
"Tabasco","25.00"
"Quintana Roo","23.80"
"Sonora","21.81"
"San Luis Potosí","20.19"
"Colima","20.00"
"Coahuila de Zaragoza","18.64"
"Morelos","17.14"
"Hidalgo","16.49"
"Guanajuato","15.84"
"Baja California Sur","13.88"
"Chiapas","6.49"
"Campeche","5.88"
