"Estado","% Ocupación"
"Chihuahua","64.82"
"Aguascalientes","56.31"
"Nuevo León","55.74"
"Durango","55.68"
"Ciudad de México","46.39"
"Zacatecas","37.25"
"Coahuila de Zaragoza","36.36"
"Querétaro","30.10"
"Oaxaca","29.95"
"México","27.61"
"Baja California","26.94"
"San Luis Potosí","26.61"
"Colima","24.75"
"Sinaloa","24.42"
"Morelos","23.33"
"Guerrero","20.62"
"Hidalgo","20.51"
"Jalisco","20.33"
"Baja California Sur","16.75"
"Tabasco","16.41"
"Michoacán de Ocampo","16.07"
"Tamaulipas","14.78"
"Veracruz de Ignacio de La Llave","14.28"
"Sonora","13.39"
"Puebla","13.14"
"Guanajuato","10.99"
"Yucatán","10.92"
"Tlaxcala","9.92"
"Nayarit","9.75"
"Quintana Roo","8.14"
"Chiapas","3.78"
"Campeche","0.56"
