"Estado","% Ocupación"
"Colima","61.42"
"Nuevo León","50.95"
"Yucatán","47.82"
"Tabasco","46.92"
"Aguascalientes","45.50"
"Baja California","44.25"
"Ciudad de México","43.69"
"Tlaxcala","43.07"
"Veracruz de Ignacio de La Llave","40.62"
"San Luis Potosí","40.46"
"Puebla","40.14"
"Sinaloa","38.40"
"México","37.86"
"Zacatecas","36.70"
"Tamaulipas","35.40"
"Coahuila de Zaragoza","35.22"
"Nayarit","34.40"
"Quintana Roo","33.22"
"Oaxaca","32.62"
"Baja California Sur","32.55"
"Querétaro","29.15"
"Jalisco","29.12"
"Durango","28.40"
"Michoacán de Ocampo","27.93"
"Hidalgo","24.90"
"Morelos","21.12"
"Chiapas","20.69"
"Guanajuato","19.20"
"Guerrero","19.06"
"Sonora","18.23"
"Campeche","16.66"
"Chihuahua","14.94"
