"Estado","% Ocupación"
"Ciudad de México","87.93"
"México","83.24"
"Guanajuato","79.89"
"Nuevo León","78.88"
"Hidalgo","76.65"
"Baja California","67.79"
"Morelos","61.08"
"Puebla","58.56"
"Querétaro","55.57"
"Sonora","54.04"
"Tlaxcala","48.63"
"Nayarit","47.84"
"Coahuila de Zaragoza","47.73"
"Zacatecas","47.17"
"Oaxaca","46.22"
"Michoacán de Ocampo","44.45"
"Guerrero","43.64"
"Jalisco","43.10"
"Durango","42.43"
"Veracruz de Ignacio de La Llave","34.50"
"Baja California Sur","33.07"
"Aguascalientes","32.17"
"Colima","31.41"
"Tabasco","31.22"
"Sinaloa","30.80"
"Quintana Roo","30.67"
"Tamaulipas","27.57"
"San Luis Potosí","25.84"
"Chihuahua","21.30"
"Yucatán","9.25"
"Chiapas","5.29"
"Campeche","4.90"
