"Estado","% Ocupación"
"Nayarit","75.84"
"Nuevo León","69.21"
"Coahuila de Zaragoza","63.30"
"Colima","57.71"
"Puebla","56.09"
"Tabasco","55.85"
"Veracruz de Ignacio de La Llave","50.93"
"Ciudad de México","48.07"
"Guanajuato","47.91"
"Tamaulipas","47.30"
"Baja California Sur","44.81"
"México","43.25"
"Yucatán","42.01"
"Hidalgo","40.92"
"Sinaloa","39.86"
"Sonora","38.10"
"Baja California","37.91"
"Zacatecas","37.86"
"Oaxaca","37.25"
"Quintana Roo","35.91"
"Aguascalientes","35.44"
"Michoacán de Ocampo","35.22"
"Guerrero","33.60"
"Durango","32.14"
"San Luis Potosí","32.02"
"Morelos","29.38"
"Chiapas","25.81"
"Tlaxcala","25.34"
"Jalisco","25.25"
"Querétaro","22.36"
"Campeche","21.22"
"Chihuahua","20.45"
