"Estado","% Ocupación"
"Aguascalientes","41.91"
"Colima","41.74"
"Ciudad de México","39.70"
"Nuevo León","39.66"
"Chihuahua","30.15"
"Querétaro","29.64"
"México","27.52"
"Zacatecas","26.41"
"Coahuila de Zaragoza","24.62"
"Baja California","24.17"
"Yucatán","23.39"
"Oaxaca","22.58"
"Michoacán de Ocampo","22.54"
"Jalisco","22.32"
"Tabasco","22.22"
"Baja California Sur","21.71"
"Durango","21.69"
"Sinaloa","21.50"
"San Luis Potosí","20.23"
"Guerrero","19.43"
"Veracruz de Ignacio de La Llave","17.57"
"Tamaulipas","17.40"
"Hidalgo","17.28"
"Morelos","17.24"
"Puebla","16.97"
"Nayarit","16.32"
"Quintana Roo","15.27"
"Tlaxcala","13.49"
"Sonora","11.22"
"Guanajuato","8.94"
"Chiapas","4.94"
"Campeche","2.16"
