"Estado","% Ocupación"
"Colima","100.00"
"Tlaxcala","100.00"
"Nayarit","93.33"
"Ciudad de México","79.45"
"Veracruz de Ignacio de La Llave","77.77"
"Querétaro","73.52"
"Puebla","71.08"
"Tabasco","69.92"
"Nuevo León","65.76"
"México","64.90"
"Sonora","62.50"
"Zacatecas","62.50"
"Sinaloa","61.17"
"Durango","60.46"
"Oaxaca","58.82"
"Tamaulipas","58.11"
"Yucatán","58.00"
"Quintana Roo","56.33"
"Guanajuato","55.05"
"Baja California","50.64"
"Chihuahua","45.76"
"Guerrero","45.28"
"Chiapas","44.29"
"San Luis Potosí","44.00"
"Coahuila de Zaragoza","40.00"
"Michoacán de Ocampo","33.33"
"Jalisco","33.16"
"Aguascalientes","26.31"
"Morelos","20.00"
"Hidalgo","13.04"
"Baja California Sur","10.00"
"Campeche","9.09"
