"Estado","% Ocupación"
"Ciudad de México","62.59"
"México","49.73"
"Baja California","49.72"
"Sinaloa","48.57"
"Quintana Roo","35.77"
"Veracruz de Ignacio de La Llave","30.46"
"Hidalgo","28.26"
"Tabasco","24.72"
"Morelos","23.52"
"Oaxaca","23.13"
"Guerrero","22.72"
"Puebla","22.36"
"Tlaxcala","21.73"
"Chiapas","19.38"
"Yucatán","16.66"
"Querétaro","16.25"
"Colima","15.38"
"Baja California Sur","14.89"
"Chihuahua","13.33"
"Michoacán de Ocampo","11.88"
"Nuevo León","10.00"
"Campeche","10.00"
"San Luis Potosí","9.78"
"Coahuila de Zaragoza","8.41"
"Guanajuato","8.38"
"Aguascalientes","8.33"
"Nayarit","7.50"
"Tamaulipas","6.37"
"Jalisco","5.00"
"Zacatecas","4.28"
"Durango","4.00"
"Sonora","3.93"
